,numepolice,annee_reference,n_sinistre,montantsinistre
1111,642524,2015,20122807,1108.75120254493
1116,457543,2013,20122808,289.556553633298
1116.1,457543,2013,20122809,2308.19822845643
1118,177397,2015,20122810,6925.43152422971
1120,332620,2010,20122811,14103.3503221034
1120.1,332620,2010,20122812,6517.31649864234
1123,28440,2012,20122813,1148.00815980861
1124,810981,2012,20122814,4732.2323739072
1124.1,810981,2012,20122815,2786.26677655362
1127,237126,2008,20122816,558.214248905818
1128,985727,2013,20122817,1518.71179799265
1130,919582,2009,20122818,595.247103890349
1131,467083,2014,20122819,5937.11728479254
1131.1,467083,2014,20122820,6140.53817682857
1131.2,467083,2014,20122821,819.583241686732
1131.3,467083,2014,20122822,1791.20454504638
1134,500646,2015,20122823,24224.3800539278
1134.1,500646,2015,20122824,34692.2142492235
1135,877967,2012,20122825,411.785943086274
1139,580204,2011,20122826,5145.04402341444
1140,518867,2016,20122827,14458.0065739876
1140.1,518867,2016,20122828,66940.4619715684
1142,815033,2015,20122829,795.471935274932
1144,383312,2011,20122830,264.967788290176
1146,993314,2016,20122831,2809.85075678667
1146.1,993314,2016,20122832,163.291197998789
1147,899031,2012,20122833,23763.5282300565
1147.1,899031,2012,20122834,27219.6743324149
1149,370088,2016,20122835,2508.33193590166
1150,409799,2017,20122836,8556.0636281351
1150.1,409799,2017,20122837,549.689479168602
1153,599862,2012,20122838,4513.43782526854
1153.1,599862,2012,20122839,1508.06097871142
1154,390776,2012,20122840,2722.46111004494
1159,608648,2013,20122841,6155.77689211605
1161,374989,2008,20122842,17680.8522306318
1161.1,374989,2008,20122843,14688.5520473742
1161.2,374989,2008,20122844,17478.7477098116
1163,396774,2012,20122845,1037.19060407247
1165,496176,2015,20122846,259.640409976733
1166,407746,2009,20122847,1202.22043370777
1167,524335,2013,20122848,1407.7412483282
1170,738422,2017,20122849,144.526991099718
1178,430842,2012,20122850,1265.42904769667
1179,18363,2013,20122851,2160.98931023541
1184,480404,2009,20122852,1336.37338462212
1188,456138,2012,20122853,9304.16965308104
1188.1,456138,2012,20122854,35967.6857272551
1188.2,456138,2012,20122855,28525.2941645909
1190,184624,2017,20122856,22729.1067327348
1190.1,184624,2017,20122857,3848.23778954092
1190.2,184624,2017,20122858,55379.2579251403
1192,377274,2008,20122859,1089.06945032984
1194,776342,2015,20122860,314.923574457325
1195,453351,2015,20122861,22.2720102864925
1200,544914,2016,20122862,319.906037951815
1204,948526,2008,20122863,17794.9951812382
1204.1,948526,2008,20122864,4839.57147391535
1205,158888,2014,20122865,3138.63150192685
1206,996863,2015,20122866,614.402928206335
1208,704727,2016,20122867,2558.74377322646
1209,1269,2013,20122868,6301.86833329129
1209.1,1269,2013,20122869,51219.4555937326
1209.2,1269,2013,20122870,51408.5275787724
1209.3,1269,2013,20122871,15077.2217102001
1209.4,1269,2013,20122872,18013.8449758156
1210,89727,2008,20122873,10077.4393128087
1210.1,89727,2008,20122874,4109.30044522402
1212,531367,2012,20122875,2116.10996815918
1215,125461,2017,20122876,161.822077393385
1216,530494,2014,20122877,19.276356638368
1216.1,530494,2014,20122878,269.943243937947
1218,778201,2011,20122879,1337.81082503362
1225,304688,2010,20122880,190.839276226726
1226,382280,2015,20122881,773.138001428037
1227,418879,2017,20122882,233.654145998158
1229,925452,2013,20122883,2960.89552465332
1229.1,925452,2013,20122884,1467.37259983472
1231,246515,2010,20122885,14738.8102096371
1235,677844,2009,20122886,7099.15142151262
1235.1,677844,2009,20122887,22195.229827495
1235.2,677844,2009,20122888,10813.3116891496
1235.3,677844,2009,20122889,8690.87411782571
1238,554154,2009,20122890,15.7641739413832
1239,646344,2010,20122891,190.302120064966
1239.1,646344,2010,20122892,1724.46293381329
1242,203338,2012,20122893,2372.59459853437
1243,615055,2017,20122894,406.914937757493
1243.1,615055,2017,20122895,3652.05449522592
1244,362475,2009,20122896,1695.13103043945
1247,88182,2013,20122897,392.272417935488
1247.1,88182,2013,20122898,6137.55285538375
1247.2,88182,2013,20122899,2326.48247752304
1248,862738,2009,20122900,26641.4351630786
1248.1,862738,2009,20122901,63051.3425423835
1248.2,862738,2009,20122902,13367.9644724221
1256,577846,2014,20122903,403.098057120685
1259,955888,2015,20122904,9189.50683159076
1260,841612,2013,20122905,566.560440635692
1264,708667,2010,20122906,152.785877654338
1265,18685,2010,20122907,208.179881612071
1265.1,18685,2010,20122908,351.599307540091
1267,699116,2015,20122909,194.201591431506
1268,96223,2009,20122910,1125.75499332147
1269,273679,2016,20122911,800.251336472783
1269.1,273679,2016,20122912,8432.59473067982
1270,133657,2009,20122913,695.634906485906
1271,531400,2010,20122914,549.165853532187
1275,870444,2008,20122915,9650.86571018796
1283,252388,2008,20122916,611.156748427539
1283.1,252388,2008,20122917,6366.17179585649
1289,180284,2011,20122918,72.3223036029893
1291,611370,2017,20122919,35773.7843870127
1291.1,611370,2017,20122920,31839.4652204127
1291.2,611370,2017,20122921,43563.3496824679
1296,548039,2014,20122922,17832.6971392331
1296.1,548039,2014,20122923,14601.7978268552
1296.2,548039,2014,20122924,1505.01975846643
1298,954131,2015,20122925,363.082703353663
1304,271812,2016,20122926,1309.40248786296
1307,661646,2008,20122927,4507.00711070172
1311,602418,2008,20122928,188.380698660061
1312,129555,2010,20122929,2252.42049856577
1312.1,129555,2010,20122930,19713.0925862625
1315,595600,2009,20122931,32132.9223066741
1315.1,595600,2009,20122932,34831.866464239
1315.2,595600,2009,20122933,34313.4804221884
1319,737105,2015,20122934,172.734109251688
1320,72988,2014,20122935,1299.13045039457
1320.1,72988,2014,20122936,3529.3866940166
1321,605300,2009,20122937,533.754872810952
1322,293947,2010,20122938,24023.8826716954
1322.1,293947,2010,20122939,6067.59862028002
1333,676370,2010,20122940,1983.7111873989
1335,92689,2013,20122941,3273.54377502787
1339,293352,2008,20122942,544.089694396156
1342,303225,2013,20122943,2980.78035228825
1343,88988,2012,20122944,265.811989107423
1345,528667,2017,20122945,88.7441649589932
1346,759213,2009,20122946,794.652159955775
1346.1,759213,2009,20122947,1043.1354406334
1347,343146,2013,20122948,4117.88974220761
1350,872863,2014,20122949,1719.59475923979
1351,946511,2017,20122950,625.274290999308
1353,242377,2017,20122951,40.200096042851
1354,920793,2014,20122952,5297.56332588259
1354.1,920793,2014,20122953,2474.67138309274
1355,716584,2010,20122954,2274.57231605122
1356,645712,2012,20122955,2623.84745873092
1357,996367,2008,20122956,154.767926479857
1359,144345,2016,20122957,3189.6875760042
1362,865166,2010,20122958,612.076923644706
1362.1,865166,2010,20122959,511.865931631501
1368,496655,2008,20122960,979.267597621252
1370,479260,2017,20122961,415.319463992288
1371,379023,2017,20122962,1180.4919603703
1373,925794,2012,20122963,19133.4186240018
1373.1,925794,2012,20122964,6769.31477182538
1375,954631,2012,20122965,1090.89635114934
1376,312338,2010,20122966,231.807957515327
1377,124558,2015,20122967,5.90920599459051
1381,3136,2012,20122968,27.224980339935
1382,763276,2014,20122969,2167.31789865643
1383,950927,2011,20122970,3208.37895939703
1383.1,950927,2011,20122971,6399.82708120352
1387,202274,2013,20122972,2318.46888662124
1388,358656,2016,20122973,1258.21977906226
1388.1,358656,2016,20122974,5920.41195769904
1392,583832,2010,20122975,1135.85071148586
1395,661206,2017,20122976,234.067692652743
1395.1,661206,2017,20122977,1565.91123042799
1397,611599,2015,20122978,866.805468331906
1401,241493,2010,20122979,3775.47383149867
1402,862115,2016,20122980,5124.61813413213
1402.1,862115,2016,20122981,1066.27665498508
1404,44791,2015,20122982,640.033052260313
1405,304169,2013,20122983,904.778543074167
1406,297603,2009,20122984,63.7429017812626
1408,661571,2016,20122985,2140.6970226548
1411,776346,2010,20122986,5025.06166492378
1412,465019,2012,20122987,1264.00829413819
1412.1,465019,2012,20122988,717.608271775145
1417,343574,2012,20122989,843.292955625504
1417.1,343574,2012,20122990,5160.22641615525
1418,285464,2016,20122991,2122.09475572181
1419,345722,2013,20122992,1826.07483824445
1426,987825,2008,20122993,5285.11982692706
1428,276737,2014,20122994,289.393268021446
1431,396074,2013,20122995,18501.5203910253
1431.1,396074,2013,20122996,5215.35556681999
1434,252556,2016,20122997,1783.89845425276
1434.1,252556,2016,20122998,1719.03387640403
1435,393828,2013,20122999,608.118618982248
1440,260246,2016,20123000,439.892399602695
1443,845419,2017,20123001,78135.3967647857
1443.1,845419,2017,20123002,3342.25970974499
1443.2,845419,2017,20123003,147140.964364339
1443.3,845419,2017,20123004,30797.45391015
1445,15874,2017,20123005,1397.40924792599
1445.1,15874,2017,20123006,3438.67419957584
1450,60351,2017,20123007,609.652560168558
1450.1,60351,2017,20123008,17144.9361281928
1451,513762,2009,20123009,1604.11730879777
1452,184068,2012,20123010,468.74637423673
1453,971155,2015,20123011,4487.01348844706
1456,632666,2011,20123012,5824.74423823393
1458,800877,2008,20123013,171.716923808297
1458.1,800877,2008,20123014,1527.18033389006
1460,222019,2017,20123015,633.977083537442
1462,542615,2015,20123016,314.498645550935
1462.1,542615,2015,20123017,463.74032266756
1464,434399,2012,20123018,2454.28210215916
1465,123283,2017,20123019,139.41486273109
1466,794229,2016,20123020,156321.27176161
1466.1,794229,2016,20123021,63114.6708777883
1466.2,794229,2016,20123022,24200.9069343339
1466.3,794229,2016,20123023,47642.0544023512
1467,398761,2010,20123024,34.2225792172001
1468,101938,2013,20123025,1921.32262306454
1472,879057,2011,20123026,1692.08928975707
1473,176693,2011,20123027,156.700447210449
1475,408448,2010,20123028,1448.6630642958
1476,328006,2015,20123029,40.286711526679
1478,689177,2008,20123030,563.635145674934
1479,86675,2011,20123031,11091.8183392824
1479.1,86675,2011,20123032,23413.6521159771
1479.2,86675,2011,20123033,2511.28004825129
1479.3,86675,2011,20123034,28760.5929183931
1481,706073,2015,20123035,509.868988088995
1484,312423,2015,20123036,4261.71220869458
1486,283714,2014,20123037,3749.24797389507
1487,328690,2013,20123038,367.711988481706
1488,574528,2009,20123039,4799.69587182519
1488.1,574528,2009,20123040,18825.4664369112
1489,751342,2017,20123041,4220.64844395786
1490,679692,2009,20123042,795.212288608168
1491,66553,2013,20123043,749.934678170868
1497,615414,2008,20123044,41467.6758622238
1497.1,615414,2008,20123045,5796.47468456866
1497.2,615414,2008,20123046,3659.96692805655
1498,801692,2010,20123047,1334.75641876138
1501,587385,2012,20123048,71.1070287595685
1507,286875,2013,20123049,4196.7873310336
1508,709292,2009,20123050,1837.12882822957
1509,924910,2015,20123051,510.144372592069
1511,744416,2017,20123052,4222.85329300756
1515,544735,2011,20123053,997.467890445826
1515.1,544735,2011,20123054,3899.07595909032
1515.2,544735,2011,20123055,6304.79761952724
1516,459982,2016,20123056,468.646419963919
1517,355801,2015,20123057,2662.50272573525
1517.1,355801,2015,20123058,3233.50492067047
1524,35759,2013,20123059,295.52967865012
1527,798788,2016,20123060,18014.7266527089
1527.1,798788,2016,20123061,399.927057394951
1528,957914,2008,20123062,122.705538331555
1528.1,957914,2008,20123063,262.194171256941
1531,661223,2013,20123064,1808.11156245904
1531.1,661223,2013,20123065,27993.6561520525
1540,943067,2009,20123066,957.70859110041
1543,510066,2009,20123067,1298.57351666863
1544,380345,2014,20123068,4706.51269984034
1544.1,380345,2014,20123069,2891.28188802541
1546,399168,2014,20123070,530.041197375763
1554,682712,2014,20123071,4352.19637778535
1556,616402,2014,20123072,244.842537377542
1557,54928,2009,20123073,356.264496678248
1560,892229,2013,20123074,1120.35131932366
1562,13635,2016,20123075,2477.48520753258
1565,957714,2009,20123076,2401.17364074927
1566,482675,2010,20123077,737.991518898021
1567,275958,2016,20123078,7714.85165531737
1567.1,275958,2016,20123079,5258.30913692976
1567.2,275958,2016,20123080,2214.87399107851
1567.3,275958,2016,20123081,305.945230080253
1568,53592,2011,20123082,408.198376257817
1571,436141,2013,20123083,190.853403760672
1577,418574,2011,20123084,1167.11834981839
1579,367331,2013,20123085,7287.90704360279
1579.1,367331,2013,20123086,7594.78758791762
1580,908896,2008,20123087,2940.17531745213
1580.1,908896,2008,20123088,2670.6331054449
1582,358113,2014,20123089,3266.58443183615
1583,160074,2015,20123090,884.73585281835
1584,812958,2015,20123091,5051.97103228646
1586,524746,2011,20123092,438.986354106581
1587,521976,2013,20123093,412.082489765427
1588,330405,2008,20123094,1733.96491326697
1592,972319,2013,20123095,80.436663093194
1593,573459,2016,20123096,482.011814268783
1594,170784,2014,20123097,589.90900549467
1596,510764,2011,20123098,81.2737835896076
1599,514026,2016,20123099,699.37438604885
1600,470028,2013,20123100,1279.27267017218
1603,419777,2010,20123101,1626.90775490753
1608,942687,2017,20123102,61233.1050925463
1608.1,942687,2017,20123103,7787.53027267483
1609,556535,2013,20123104,514.211682673516
1611,456214,2016,20123105,1685.04745930504
1611.1,456214,2016,20123106,1091.21780992622
1613,663500,2010,20123107,5310.27047018847
1613.1,663500,2010,20123108,15665.791974491
1615,902848,2014,20123109,508.940174986441
1615.1,902848,2014,20123110,399.031765280016
1617,715570,2014,20123111,3984.51267858293
1617.1,715570,2014,20123112,146.296270161589
1618,40115,2012,20123113,91.2137585887137
1619,676579,2009,20123114,2865.25919793715
1619.1,676579,2009,20123115,1399.44073091878
1625,618659,2014,20123116,2945.74791856965
1625.1,618659,2014,20123117,1734.57246489909
1628,325986,2008,20123118,782.956883996955
1629,406700,2014,20123119,9857.96139981691
1629.1,406700,2014,20123120,5022.4541156524
1630,278839,2017,20123121,2849.79226040867
1632,226754,2010,20123122,1759.57642780342
1633,143886,2011,20123123,1544.00545286457
1639,241069,2009,20123124,716.762965943382
1648,284419,2014,20123125,42.4441475417375
1650,995499,2008,20123126,157.985241408463
1654,72207,2013,20123127,4204.48904893375
1655,563581,2008,20123128,1554.40552534961
1659,389984,2014,20123129,6065.2766230277
1659.1,389984,2014,20123130,38262.1335089547
1661,76746,2013,20123131,1711.3092570306
1663,864379,2017,20123132,1330.23602210656
1665,192315,2017,20123133,1237.23364721014
1667,989354,2011,20123134,1640.32750113689
1670,727403,2013,20123135,5382.19714880872
1670.1,727403,2013,20123136,7422.61766722071
1671,916415,2012,20123137,1881.37057317737
1671.1,916415,2012,20123138,5929.27657988861
1671.2,916415,2012,20123139,3761.53690442287
1672,703381,2008,20123140,668.811848314126
1673,361625,2009,20123141,6414.07999137814
1681,656111,2011,20123142,134.827438895712
1682,769432,2009,20123143,4263.17513381524
1683,163038,2009,20123144,35.5737257930621
1683.1,163038,2009,20123145,1054.28727462718
1687,569165,2015,20123146,25008.3001670012
1687.1,569165,2015,20123147,6402.23666306927
1691,494920,2010,20123148,222.973639695356
1692,827922,2011,20123149,1751.38184815456
1694,118510,2015,20123150,179.838403317618
1695,796008,2016,20123151,645.445183646409
